mutation,welch_t,welch_p,ks_stat,ks_p,cohens_d,ci99_lo,ci99_hi,significant
1337,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1338,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1339,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1340,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1341,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1342,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1343,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1344,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1345,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1346,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1347,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1348,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1349,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1350,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1351,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1352,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1353,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1354,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1355,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1356,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1357,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1358,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1359,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1360,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1361,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1362,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1363,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1364,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1365,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1366,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1367,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1368,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1369,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1370,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1371,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1372,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1373,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1374,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1375,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1376,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1377,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1378,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1379,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1380,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1381,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1382,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1383,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1384,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1385,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1386,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1387,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1388,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1389,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1390,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1391,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1392,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1393,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1394,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1395,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1396,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1397,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1398,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1399,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1400,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1401,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1402,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1403,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1404,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1405,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1406,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1407,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1408,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1409,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1410,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1411,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1412,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1413,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1414,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1415,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1416,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1417,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1418,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1419,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1420,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1421,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1422,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1423,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1424,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1425,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1426,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1427,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1428,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1429,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1430,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1431,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1432,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1433,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1434,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1435,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1436,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1437,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1438,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1439,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1440,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1441,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1442,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1443,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1444,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1445,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1446,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1447,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1448,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1449,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1450,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1451,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1452,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1453,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1454,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1455,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1456,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1457,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1458,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1459,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1460,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1461,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1462,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1463,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1464,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1465,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1466,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1467,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1468,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1469,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1470,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1471,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1472,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1473,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1474,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1475,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1476,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1477,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1478,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1479,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1480,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1481,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1482,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1483,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1484,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1485,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1486,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1487,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1488,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1489,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1490,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1491,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1492,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1493,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1494,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1495,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1496,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1497,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1498,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1499,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1500,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1501,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1502,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1503,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1504,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1505,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1506,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1507,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1508,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1509,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1510,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1511,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1512,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1513,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1514,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1515,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1516,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1517,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1518,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1519,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1520,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1521,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1522,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1523,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1524,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1525,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1526,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1527,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1528,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1529,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1530,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1531,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1532,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1533,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1534,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1535,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1536,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1537,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1538,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1539,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1540,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1541,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1542,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1543,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1544,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1545,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1546,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1547,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1548,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1549,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1550,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1551,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1552,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1553,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1554,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1555,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1556,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1557,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1558,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1559,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1560,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1561,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1562,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1563,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1564,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1565,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1566,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1567,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1568,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1569,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1570,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1571,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1572,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1573,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1574,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1575,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1576,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1577,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1578,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1579,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1580,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1581,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1582,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1583,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1584,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1585,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1586,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1587,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1588,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1589,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1590,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1591,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1592,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1593,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1594,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1595,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1596,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1597,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1598,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1599,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1600,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1601,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1602,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1603,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1604,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1605,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1606,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1607,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1608,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1609,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1610,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1611,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1612,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1613,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1614,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1615,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1616,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1617,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1618,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1619,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1620,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1621,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1622,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1623,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1624,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1625,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1626,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1627,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1628,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1629,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1630,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1631,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1632,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1633,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1634,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1635,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1636,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1637,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1638,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1639,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1640,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1641,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1642,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1643,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1644,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1645,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1646,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1647,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1648,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1649,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1650,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1651,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1652,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1653,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1654,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1655,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1656,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1657,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1658,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1659,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1660,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1661,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1662,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1663,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1664,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1665,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1666,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1667,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1668,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1669,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1670,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1671,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1672,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1673,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1674,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1675,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1676,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1677,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1678,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1679,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1680,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1681,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1682,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1683,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1684,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1685,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1686,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1687,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1688,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1689,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1690,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1691,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1692,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1693,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1694,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1695,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1696,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1697,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1698,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1699,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1700,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1701,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1702,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1703,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1704,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1705,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1706,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1707,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1708,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1709,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1710,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1711,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1712,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1713,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1714,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1715,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1716,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1717,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1718,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1719,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1720,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1721,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1722,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1723,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1724,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1725,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1726,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1727,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1728,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1729,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1730,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1731,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1732,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1733,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
1734,nan,nan,0.000000,1.00e+00,0.000000,nan,nan,NO
